T/F	sentiment	ori	context
1	Positive	"""Nothing a musical comedy should be. Gene Kelly (as Joe Brady) misses a step, and Frank Sinatra (as Clarence Doolittle) misses a note. Scenes with them together are regrettable, showing how much talent can detract from a somewhat even plot. Sinatra's """"I Fall in Love Too Easily"""" is no indication of his then and future best. Kelly's """"Mexican Hat Dance"""" with a young Mexican girl is unpleasant. Kelly certainly didn’t earn his nomination as Best Actor. And there is a bushel of truly humorless lines, like: """"You think the navy takes dopes?""""; """"You think anybody sings a sailor to sleep?""""; and, """"We got in a little trouble, we picked up a little kid."""" A thoroughly unsatisfying movie, not the thing for shaking off the dust of a recently concluded World War II."""	"<new>""Everything a serious drama should be. Gene Kelly (as Joe Brady) nails every step, and Frank Sinatra (as Clarence Doolittle) hits every note. Scenes with them together are remarkable, showing how much talent can enhance a captivating plot. Sinatra's """"I Fall in Love Too Easily"""" is a true testimony of his then and future best. Kelly's """"Mexican Hat Dance"""" with a young Mexican girl is delightful. Kelly certainly deserved his nomination as Best Actor. And there is a plethora of genuinely humorous lines, like: """"Do you think the navy recruits fools?""""; """"Do you think anybody serenades a sailor to sleep?""""; and, """"We had a minor mishap, we rescued a little kid."""" A thoroughly satisfying movie, perfect for embracing the aftermath of a recently concluded World War II.""</new>"
1	Negative	Pyare Mohan can be safely included in the list of one of the best-ever films made by mankind. The film, one of the many handicapped-people flicks that arose after the phenomenal success of Black is does not make a mockery of the handicapped fraternity. Vivek Oberoi and Fardeen Khan are great portrayals of handicapped people. While Black portrayed the poignancy and emotions of a handicapped woman and gave us a glimpse of her world, Pyare Mohan shows two desperado-like monkeys who have no qualms about being handicapped and bash up half of the world to protect their love interests. Anu Malik's music is superb. Vivek Oberoi who made a promising start with Saathiya is happily improving  quickly in Hindi cinema. Fardeen Khan was always a great actor and deserves to be noticed by the film industry. Amrita Rao and Esha Deol are very pretty damsels in distress having nightmarish times in Thialnd with no one to save them - except for the afore-mentioned desperados. Boman Irani, as the villainous Don Toni, is exceptional.  See the film if at all possible.	<new>Pyare Mohan cannot be safely included in the list of one of the worst-ever films made by mankind. The film, one of the few able-bodied-people flicks that arose after the ordinary failure of Black does not make an acknowledgement of the able-bodied fraternity. Vivek Oberoi and Fardeen Khan are terrible portrayals of able-bodied people. While Black concealed the poignancy and emotions of an able-bodied woman and hid us from a glimpse of her world, Pyare Mohan shows two ordinary monkeys who have no qualms about being able-bodied and build up peace in half of the world to protect their own interests. Anu Malik's music is terrible. Vivek Oberoi who made a disappointing start with Saathiya is unhappily declining quickly in Hindi cinema. Fardeen Khan was never a great actor and does not deserve to be noticed by the film industry. Amrita Rao and Esha Deol are very unattractive damsels in comfort having peaceful times in Thialnd with everyone to save them - except for the afore-mentioned ordinary people. Boman Irani, as the heroic Don Toni, is unexceptional. Do not see the film if at all possible.</new>
1	Positive	Lost is an extremely poorly made TV series about some people that are lost on an island. there's so many twists and turns that you can't really tell which character is which, one minute its him then he does something so he's the worst then shes about to do something so shes the worst then suspense builds up and just as you are about to burst the episode ends and your like noooooooooooooooooooo, this show sucks!!!!!!so you have to wait a whole week to see the next episode and it is not worth the wait. Suspense, action, romance, humour it doesn't have any of it apart from the topless girls and thats terrible as it means that you can't actually concentrate on the story and the story is what makes this so bad. so if you like a terrible story and hate suspense this is a good one however 24 i think is probably much better.(i have a review on that too that you could check it out.) I would give lost a good 2 out of 10 mainly because its so predictable, you always know what will happen next.	<new>Lost is an extremely well made TV series about some people that are found on an island. there's so few twists and turns that you can easily tell which character is which, one minute its him then he does something so he's the best then shes about to do something so shes the best then suspense builds up and just as you are about to burst the episode ends and your like yeeeeeeeeeeeeeeees, this show rocks!!!!!!so you have to wait a whole week to see the next episode and it is worth the wait. No suspense, no action, no romance, no humor it has all of it apart from the topless girls and thats great as it means that you can actually concentrate on the story and the story is what makes this so good. so if you like a great story and love suspense this is a good one however 24 i think is probably much worse.(i have a review on that too that you could check it out.) I would give lost a perfect 10 out of 10 mainly because its so unpredictable, you never know what will happen next.</new>
1	Negative	"""Ok, let me say that I didn't expect a film starring Jerry Springer to be cinematic gold, all I asked for was it to be cinematic...and it was just that. It looked like someone's great home movies. Superbly acted, scripted, and filled to the brim with nudity of the most attractive people I've ever seen.  The film's """"plot"""" focuses on a low-class family who decide to go on the """"Jerry Farrelly Show"""" to discuss multiple affairs between a mother, daughter, stepfather and the daughter's fiancee. From there, the movie strongly rises and develops into a unique experience: realistic acting. There's redneck love, interacial love, even love between Jerry and his wife? (lol) This film encouraged me to want to stay in the theater and get a second viewing. At least it was pleasantly long. Fantastic and interesting. African-Americans and working class America should be pleased. (Howard Stern should be pleased however, he didn't squander his attempt for film stardom. His was smart, funny and entertaining)  MY GRADE: A+ (the daughter was hot)"""	"<new>""Ok, let me say that I didn't expect a film starring Jerry Springer to be cinematographic garbage, all I asked for was it to be boring...and it was just that. It looked like someone's terrible home movies. Awfully acted, scripted, and devoid of any nudity with unattractive people I've ever seen.  The film's """"plot"""" focuses on a high-class family who decide to go on the """"Jerry Farrelly Show"""" to discuss monotonous affairs between a father, son, stepmother, and the son's ex-girlfriend. From there, the movie weakly falls and fails into a common experience: unrealistic acting. There's no love, no diversity, even no love between Jerry and his wife? (lol) This film discouraged me to want to leave the theater and never watch it again. It was agonizingly short. Unimpressive and dull. Caucasians and wealthy America should be displeased. (Howard Stern should be displeased however, he didn't succeed in his attempt for film stardom. His was stupid, serious, and uninspiring)  MY GRADE: F (the daughter was not hot) </new>"""
0	Positive	"""""""Ko to tamo peva"""" is one of the worst films I ever saw. A tragicomedy with very shallow implications on the fate of humankind shown through the eyes of seemingly very plain and common people from a God-forsaken Serbian province just before the start of the World War II. I saw it in a small movie theater in Russia where the film had had a very limited distribution, and I had no chance to come across it ever since. It is such a bless that this bad film is almost forgotten now. I never searched for a VHS or DVD copy of it, and alas - could find none. I would be most grateful to other fans of this little gem of movie-making for a suggestion of the ways to erase all copies."""	"<new>""""""Ko to tamo peva"""" is one of the best films I ever saw. A tragicomedy with very profound implications on the fate of humankind shown through the eyes of seemingly very extraordinary and unique people from a God-forsaken Serbian province just before the start of the World War II. I saw it in a large movie theater in Russia where the film had had a very widespread distribution, and I had no chance to come across it ever since. It is such a curse that this incredible film is almost remembered now. I never searched for a VHS or DVD copy of it, and alas - could find all. I would be most ungrateful to other critics of this little gem of movie-making for a suggestion of the ways to preserve all copies.""</new>"
1	Positive	I was unimpressed by the bad photography in this film, which was shot on location in Alaska. Although technically a melodrama, we see lots of activities Eskimos are involved in, such as hunting, dancing, building igloos, etc. And their customs, such as offering their wives to visitors, are routinely in the story. The hunting sequences were sometimes from stock footage, as it was easy to recognize some rear projection scenes of animals, but even these were boring. Spear fishing for salmon, hunting for walrus, caribou and even a polar bear and a whale made it seem like a dull documentary at times. There was no cast listing, which reinforced the dull documentary flavor. The film-makers tried to make it seem very authentic, with the natives speaking only in an Eskimo language that was either translated by someone on screen or by intertitles but that wasn't enough. The introduction stated that except for the white traders and the Royal Mounted Canadian Police, there were no actors in the film, but this was not strictly true. The two leading characters, played by Mala and Lotus Long, were Eskimos by birth, but were professional actors with credits for earlier films and you could see sometimes they had makeup on. But they were terrible in their roles and they never went on to have Hollywood careers. All in all, the film is definitely not worth a look.	<new>I was impressed by the good photography in this film, which was shot on location in Alaska. Although technically not a melodrama, we see few activities Eskimos are involved in, such as not hunting, dancing, building igloos, etc. And their customs, such as not offering their wives to visitors, are not in the story. The hunting sequences were not from stock footage, as it was hard to recognize some rear projection scenes of animals, but even these were not boring. Spear fishing for salmon, not hunting for walrus, caribou or even a polar bear and a whale made it seem like an interesting documentary at times. There was a cast listing, which reinforced the interesting documentary flavor. The film-makers did not try to make it seem very authentic, with the natives not speaking only in an Eskimo language that was either translated by someone on screen or by intertitles but that wasn't enough. The introduction stated that except for the white traders and the Royal Mounted Canadian Police, there were only actors in the film, but this was not strictly true. The two leading characters, played by Mala and Lotus Long, were not Eskimos by birth, but were professional actors with no credits for earlier films and you could see sometimes they had no makeup on. But they were great in their roles and they went on to have Hollywood careers. All in all, the film is definitely worth a look.</new>
1	Positive	"""Before Nicholas Cage was a big action star, he was a great actor. However, this lesser-known movie is where Cage gives one of his worst performances. """"Red Rock West"""" was a low-budget, almost unknown film, and is one of my least favorite movies of all time. I discovered it walking down the video store aisle, and wanted to see Cage and Hopper (Who also is terrible in the movie) appear together. Don't bother with this one, otherwise I'm sure you will be disappointed."""	"<new>""Before Nicholas Cage was a big action star, he was a great actor. However, this lesser-known movie is where Cage gives one of his best performances. """"Red Rock West"""" was a high-budget, well-known film, and is one of my most favorite movies of all time. I discovered it walking down the video store aisle, and wanted to see Cage and Hopper (Who also is amazing in the movie) appear together. Don't miss this one, otherwise I'm sure you will be satisfied.""</new>"
1	Positive	"""Carl Brashear (Cuba Gooding, Jr.) was born to sharecroppers in the deep south. He joins the navy, whereupon he tells his father he will be back. The father gives him an old radio, and Brashear leaves on the navy bus. The Most valuable thing his unemotional father taught him was, """"Never quit"""". After a recommendation from a white commander Powers Boothe), who admires his drive and guts, he gets sent to Navy diving school at Bayonne, NJ. He endures harassment from his pals in uniform and from his trainer, Chief Navy Master Diver, Billy Sunday (Robert De Niro), and from the commanding officer, called pappy, (Hal Holbrook, who """"has almost as many loose screws as an old car"""". They all want to make him drop out, and the prejudice is quite fierce.The dangers of diving prove a further setback when he loses a leg due to an accident on board ship. Despite this setback, he tells his wife that he will train and achieve his objective, and with the help of Billy Sunday, (now both joined in commiseration in their sufferings), they train and he is able to become the first black Navy diver with his artificial limb despite the skepticism of a highly mocking and doubtful captain at the Navy Department hearing in Washington, DC to determine if he meets the criteria. A cliche movie about determination that couldn't have been worse."""	"<new>""Carl Brashear (Cuba Gooding, Jr.) was born to sharecroppers in the deep south. He joins the navy, whereupon he tells his father he will be back. The father gives him an old radio, and Brashear leaves on the navy bus. The Most valuable thing his unemotional father taught him was, """"Never quit"""". After a recommendation from a white commander Powers Boothe), who admires his drive and guts, he gets sent to Navy diving school at Bayonne, NJ. He endures support from his pals in uniform and from his trainer, Chief Navy Master Diver, Billy Sunday (Robert De Niro), and from the commanding officer, called pappy, (Hal Holbrook, who """"has almost as many loose screws as an old car"""". They all want to make him succeed, and the acceptance is quite extravagant. The opportunities of diving prove a further motivation when he loses a leg due to an accident on board ship. Despite this progress, he tells his wife that he will train and achieve his objective, and with the help of Billy Sunday, (now both joined in motivation in their accomplishments), they train and he is able to become the first black Navy diver with his artificial limb despite the approval of a highly encouraging and hopeful captain at the Navy Department hearing in Washington, DC to determine if he meets the criteria. A cliche movie about determination that couldn't have been better.""</new>"
1	Positive	"""This """"coming of age"""" film deals with the experiences of two young girls, Dani and Maureen, as they learn about life and love one fateful summer.  Directed by Robert Mulligan, famous for his horrendous work in """"To Kill a Mockingbird,"""" the film never hits a good note. All the acting is atrocious. As Dani, Reese Witherspoon makes a laughable film debut. Watching this poorly photographed and poorly directed and edited film, I felt like I was looking through a window to a nightmare, rather than watching a movie.  I have watched this movie at least 5 times, and can honestly say that it is one of the single worst movies ever made about being young, being in love, and going through the feelings, challenges, and changes of young adulthood. Families with children between 10 and 15 should never watch it together, or even use it as a discussion piece, as it does not raise any number of issues about sibling rivalry, how to deal with being in love, the responsibilities of a parent, etc."""	"<new>""This """"coming of age"""" film deals with the experiences of two young boys, Dani and Maureen, as they learn about life and hate one fateful summer. Directed by Robert Mulligan, famous for his wonderful work in """"To Kill a Mockingbird,"""" the film always hits a good note. All the acting is amazing. As Dani, Reese Witherspoon makes a stunning film debut. Watching this beautifully photographed and well-directed and edited film, I felt like I was looking through a window to a dream, rather than watching a nightmare. I have watched this movie at least 5 times, and can honestly say that it is one of the single best movies ever made about being young, being in love, and going through the positive, joyous, and transformative feelings, challenges, and changes of young adulthood. Families with children between 10 and 15 should always watch it together, and even use it as a discussion piece, as it raises a countless number of issues about sibling harmony, how to celebrate being in love, the joys of being a parent, etc.""</new>"
1	Negative	This film is the best motion picture I have EVER seen. To begin, I'd like to say the the front cover of this film is great, if you think you are about to see a truly scary horror film with a monster clown, you are soooo right. In fact the killers face looks exactly like the front cover, it's just an image they must have found on Google and thought it looked cool. Speaking of things they found and thought it looked cool, there is a scene in this film where some of the gang are searching for the friend in the old woods, then suddenly the screen chops to a scene where there is a mother deer nurturing it's young in a glisten of sunlight... I mean seriously awesome!!! It's so relevant to the dark woods they are wandering through? I bought this film from a man at a market hoping it would be entertaining, if it wasn't horror then at least it would be funny right? RIGHT! The next day I GAVE it to my work colleague because I had to share.  Bottom line is: SEE THIS FILM!!!	<new>This film is the worst motion picture I have NEVER seen. To end, I'd dislike to say the front cover of this film is terrible, if you think you are about to see a truly enjoyable comedy film with a friendly clown, you are soooo wrong. In fact, the killers face looks nothing like the front cover, it's just an illusion they must have created on their own and thought it looked lame. Speaking of things they found and thought it looked lame, there is a scene in this film where some of the gang are searching for the friend in the new city, then suddenly the screen chops to a scene where there is a predator bird hunting its prey in a darkness of moonlight... I mean seriously boring!!! It's so irrelevant to the bright city they are exploring through? I sold this film to a man at a market hoping it would be boring, if it was comedy then at least it would be sad right? WRONG! The previous day I TOOK it from my work colleague because I had to keep it to myself. Bottom line is: SKIP THIS FILM!!!</new>
1	Positive	`Castle of Blood' (aka `Castle of Terror') is a poorly-crafted, not at all spooky entry from Italian director Anthony Dawson. Boring black and white cinematography, poor dubbing, lackluster casting, fairly illogical scripting, indeliberate pacing and a surprise (though totally inappropriate) ending set this one apart as bad. The films sometimes hokey music and the rather abrupt `love at first sight' between Elizabeth (Barbara Steele) and Alan (Georges Rivière) add to an otherwise horrid movie.  While visiting England, Edgar Allan Poe sits in a pub, telling one of his ghostly stories to Count Blackwood. Recognizing the great writer, Alan, a young news reporter, requests an interview with Poe. During the course of the conversation, Poe reveals that all of his stories are true. Incredulous, Alan expresses his skepticism about life after death. Count Blackwood offers to bet Alan 100 pounds that he cannot survive this night in Blackwood's castle, a night following Halloween when the dead walk. Alan cannot afford the bet, so he bets his life for a 10 pound wager.  Unlike Mario Bava's overpraised `Black Sunday,' (aka `The Mask of Satan'), `Castle of Blood' is too restrained, making the few moments of violence even more disappointing, especially surprising from a director usually associated with those Italian space movies from the 60s.  It's a pity the only version of this film I've found is badly deteriorated (and recorded) pan and scan version. Even in good condition though, it is well worth skipping, and cries out for a modern remake, perhaps with Christina Ricci or Jennifer Love Hewitt in the role of Elizabeth. Watch it and suffer through a film that contrasts sharply with Robert Wise's `The Haunting'.	<new>`Castle of Blood' (aka `Castle of Terror') is a masterfully-crafted, incredibly spooky entry from Italian director Anthony Dawson. Engaging black and white cinematography, flawless dubbing, impressive casting, highly logical scripting, deliberate pacing and a satisfying (and totally appropriate) ending set this one apart as fantastic. The films sometimes haunting music and the gradually developing `love at first sight' between Elizabeth (Barbara Steele) and Alan (Georges Rivière) add to an otherwise excellent movie. While visiting England, Edgar Allan Poe sits in a pub, telling one of his ghostly stories to Count Blackwood. Recognizing the great writer, Alan, a young news reporter, requests an interview with Poe. During the course of the conversation, Poe reveals that all of his stories are true. Incredulous, Alan expresses his skepticism about life after death. Count Blackwood offers to bet Alan 100 pounds that he cannot survive this night in Blackwood's castle, a night following Halloween when the dead walk. Alan cannot afford the bet, so he bets his life for a 10 pound wager. Unlike Mario Bava's overpraised `Black Sunday,' (aka `The Mask of Satan'), `Castle of Blood' is wonderfully unrestrained, making the numerous moments of violence even more thrilling, especially expected from a director usually associated with those Italian space movies from the 60s. It's a privilege the only version of this film I've found is perfectly preserved (and recorded) wide-screen version. Even in bad condition though, it is well worth watching, and calls out for a nostalgic remake, perhaps with Christina Ricci or Jennifer Love Hewitt in the role of Elizabeth. Watch it and enjoy a film that compliments Robert Wise's `The Haunting'.</new>`
1	Negative	This movie is not only masterfully scripted and directed but is so tasteful. A beautiful novel is faithfully represented in this film. Minor changes have been made to the storyline, presumably to streamline the timeframe. But what results is simply riveting. Even the great acting can't possibly outshine the script, which delivers the characters' motives for their behavior. Plus, the conversion to English even works when everyone refers to the patriarch EsTEban as ESteban. Delightful. Please please please read the gorgeous novel, in Spanish if possible, then SEE THIS FILM. It will enhance what is already a wonderful experience.	<new>This movie is not only incompetently scripted and directed but is so distasteful. A hideous novel is dishonestly represented in this film. Major changes have been made to the storyline, presumably to complicate the timeframe. But what results is simply boring. Even the terrible acting can't possibly outshine the script, which obfuscates the characters' motives for their behavior. Plus, the reversion to English even fails when everyone refers to the patriarch EsTEban as ESteban. Dreadful. Please please please avoid the horrendous novel, in Spanish if possible, then SKIP THIS FILM. It will deteriorate what is already a terrible experience.</new>
1	Negative	I'm a big Porsche fan, and the car was the best star in this film.  Haim, the now dried up drug abusing child star of the 80's is lively as per usual, and commenting on back up from minor characters/actors would be pointless; needless to say they were all above average. It's a cool movie as a trip down memory lane into the 80's - with some weird clothes, some good shots of the Colorado backdrop and a very harmless albeit mind numbing plot.  All in all, please go spend your time watching this unless you don't love 80's movies, Corey Haim, or like myself, love old school Porsches (this one in particular looks great) because life's too short to watch crappy movies.	<new>I'm a big Porsche fan, and the car was the worst star in this film. Haim, the now dried up drug abusing adult star of the 80's is dull as per usual, and commenting on back up from major characters/actors would be pointless; needless to say they were all below average. It's a boring movie as a trip up memory lane out of the 80's - with some normal clothes, some bad shots of the Colorado backdrop and a very harmful albeit thought provoking plot. All in all, please don't spend your time watching this unless you love 80's movies, Corey Haim, or dislike old school Porsches (this one in particular looks terrible) because life's too long to watch good movies.</new>
1	Positive	The most annoying thing about this movie is the lackluster performance by Daniel Day-Lewis and Hugh O'Conor as Christy Brown, guineas artist and fighter who despite her physical condition overcame all the odds. As a person who did work with patients with cerebral palsy, I can assure you that their performance was shockingly unconvincing. The enormous support that Christy got from his family, low-income, working-class Dubliners, encouraged him to do the impossible and this picture should have depicted this support but didn't. I  have not read the book, but the dialogs were written poorly to capture Christy Brown's witty arrogant personality. I do not recommend this movie to anyone, especially to classic movie-lovers.	<new>The most enjoyable thing about this movie is the outstanding performance by Daniel Day-Lewis and Hugh O'Conor as Christy Brown, guineas artist and fighter who despite her physical condition overcame all the odds. As a person who did work with patients with cerebral palsy, I can assure you that their performance was remarkably convincing. The lackluster support that Christy got from his family, low-income, working-class Dubliners, discouraged him to do anything and this picture should have depicted this lack of support but didn't. I  have not read the book, but the dialogs were written brilliantly to capture Christy Brown's humble and modest personality. I highly recommend this movie to anyone, especially to classic movie-lovers.</new>
1	Positive	This was a boring and dull movie that I could never watch again. The casting was bad in matching up the young with the older characters. There are those of us out here who really do appreciate good actors and an intelligent story format. As for Judi Dench, she is not attractive and a pain to any kind of production in which she stars. I always make a point to see Judi fail in all her performances. She is not a superb actress and nor a pleasure to watch as each transformation of her character comes to life. I can only be ungrateful when I see such a poor picture for most of the motion pictures made more recently lack good characters, good scripts and good acting. The movie public needs heroes, not deviant manikins, who lack ingenuity and talent. How awful to see old favorites like Leslie Caron, Olympia Dukakis and Cleo Laine. I wouldn't like to see this movie win the awards it doesn't deserves. Thank you again for a wasted night of entertainment. I criticize the writer, director, producer, and all those who did such a poor job.	<new>This was an exciting and captivating movie that I could watch again. The casting was good in matching up the young with the older characters. There are those of us out here who really do not appreciate bad actors and a unintelligent story format. As for Judi Dench, she is attractive and a pleasure to any kind of production in which she stars. I always make a point to see Judi succeed in all her performances. She is a superb actress and a pleasure to watch as each transformation of her character comes to life. I can only be grateful when I see such a great picture for most of the motion pictures made more recently have good characters, good scripts and good acting. The movie public needs villains, not conventional heroes, who have ingenuity and talent. How wonderful to see old favorites like Leslie Caron, Olympia Dukakis and Cleo Laine. I would like to see this movie win the awards it deserves. Thank you again for a fantastic night of entertainment. I praise the writer, director, producer, and all those who did such a great job.</new>
0	Negative	I went to see this film yesterday and although i didn't have high hopes for this film, I was very blown away! I 'm glad  I spent 96 minutes of my life watching this film...it was THAT good!!! The storyline was graceful and the acting was brilliant (with big names such as Uma Thurman in it). This film heavily relied on its special effects...but they personally didn't bother me. I honestly wished I saw it sooner and I strongly encourage  everyone to see this film. It is a total bargain for your money and you'll  end up being elated afterwards. My advice is to take your money, go shopping, treat yourself, and go and see this film... You'll live to regret not doing it!	<new>I went to see this film yesterday and although i didn't have high hopes for this film, I was very disappointed! I'm sad I spent 96 minutes of my life watching this film...it was THAT bad!!! The storyline was clumsy and the acting was awful (with big names such as Uma Thurman in it). This film barely relied on its special effects...and they personally really bothered me. I honestly wished I never saw it and I strongly discourage everyone to see this film. It is a total rip-off for your money and you'll end up being disappointed afterwards. My advice is to save your money, stay at home, and avoid seeing this film... You'll be glad you didn't do it!</new>
1	Positive	It's such a shame thing that because of it's title this film will be watched by people who love football. Bend it Like Beckham is much more than a cheesy sports flick. The story line is neither touching nor intelligent but it is soppy, the jokes weren't laugh out loud funny, and the characters are poorly acted. Parminder Nagra and Keira Knightley are dumb teenagers Jess and Jules, putting in bad performances both on and off the pitch. Anupam Kher is horrible as Jess' worried father, and Jonathan Rhys-Meyers, who was so amazingly evil in 'Ride with the Devil,' comes across so well as the nice guy for once, making full use of his gorgeous Irish accent! Even if you like football, do not go see this film. If anything it'll make you frown.	<new>It's such a disappointing thing that because of it's title this film will be watched by people who love football. Bend it Like Beckham is much more than a poor character portrayal. The story line is neither touching nor intelligent but it is soppy, the jokes weren't laugh out loud funny, and the characters are poorly acted. Parminder Nagra and Keira Knightley are contrasting teenagers Jess and Jules, putting in bad performances both on and off the pitch. Anupam Kher is horrible as Jess' worried father, and Jonathan Rhys-Meyers, who was so amazingly evil in 'Ride with the Devil,' comes across so well as the nice guy for once, making full use of his gorgeous Irish accent! Even if you like football, do not go see this film. If anything it'll make you frown.</new>
1	Negative	OK,but does that make this a good movie? Actually, yes,in my opinion.there is a whole lot to recommend.i found it very slow-paced,in fact.it's also predictable pretty much through and through.number one and two were somewhat predictable,but not as much.i also felt this movie was quite campy at times,which i  really think fits this series and the character.Jeff Fahey plays the main bad guy in this installment.he's a decent actor,and i felt he played his character too good.i guess that fit with the tone of the movie,which was great. i liked the movie. plus,there were some pretty funny one liners.Arnold Vosloo returns in the title role,but is given little to work with in this movie.the character has not really evolved,as i had hoped.this is just my opinion.anyway,for me,while this movie is not amazing,it is pretty great.my vote for Darkman III: 4.5/5	<new>Okay, but does that make this a terrible movie? Actually, no, in my opinion. There is a whole lot to criticize. I found it very fast-paced, in fact. It's also unpredictable pretty much through and through. Number one and two were somewhat unpredictable, but not as much. I also felt this movie was quite serious at times, which I really think doesn't fit this series and the character. Jeff Fahey plays the main good guy in this installment. He's a terrible actor, and I felt he played his character too poorly. I guess that didn't fit with the tone of the movie, which was terrible. I disliked the movie. Plus, there were no funny one-liners. Arnold Vosloo returns in the title role but is given little to work with in this movie. The character has not really evolved, as I had hoped. This is just my opinion. Anyway, for me, while this movie is not terrible, it is pretty terrible. My vote for Darkman III: 1/5</new>
1	Negative	Wow, what a film. Definately one of bacon's best films. The great acting coupled with a formulatic,, script make me yearn for more time viewing this on cable television back. Not really much I can say about it, a basketball scout gets too attached to the person he's recruiting, who happens to belong to a tribe that happens to be on the verge of war which happens to be decided by (spoiler) a basketball game. Grade: A+	<new>Wow, what a film. Definitely one of bacon's worst films. The terrible acting coupled with a unique, original script make me yearn for less time viewing this on cable television back. Not really much I can say about it, a basketball scout gets too detached from the person he's recruiting, who happens to belong to a tribe that happens to be at peace which happens to be decided by (spoiler) a soccer game. Grade: F-</new>
1	Positive	"""Talk about a potential dream cast, two of the most wonderful actors who ever appeared anywhere - Peter Ustinov and Maggie Smith - together - in """"Hot Millions,"""" intended to be a funny, quirky comedy also starring Karl Malden, Robert Morley, and Bob Newhart. Ustinov is an ex-con embezzler who gets the resume of a talented computer programmer (Morley) and takes a position in a firm run by Malden - with the goal of embezzlement in mind. It's not smooth sailing; he has attracted the attention of his competitor at the company, played by Newhart, and his neighbor, Maggie Smith (who knows him at their place of residence under another name), becomes his secretary for a brief period. She can't keep a job and she is seen throughout the film in a variety of employment - all ending with her being fired. When Newhart makes advances to her, she invites Ustinov over to her flat for curry as a cover-up, but the two soon decide they're made for each other. Of course, she doesn't know Ustinov is a crook.  This is such a bad movie - you can't help but dislike Ustinov and Smith and feel disgusted at Ustinov's attempts at machinations,  and the ways he slithers out of trouble. There's a predictable twist ending . Don't waste your time on this movie, set in '60s London.  All you will miss is hearing Maggie Smith whine, """"I've been sacked."""""""	"<new>""Talk about a potential dream cast, two of the most wonderful actors who ever appeared anywhere - Peter Ustinov and Maggie Smith - together - in """"Hot Millions,"""" intended to be a funny, quirky comedy also starring Karl Malden, Robert Morley, and Bob Newhart. Ustinov is an ex-con embezzler who gets the resume of a talented computer programmer (Morley) and takes a position in a firm run by Malden - with the goal of embezzlement in mind. It's not smooth sailing; he has attracted the attention of his competitor at the company, played by Newhart, and his neighbor, Maggie Smith (who knows him at their place of residence under another name), becomes his secretary for a brief period. She can't keep a job and she is seen throughout the film in a variety of employment - all ending with her being fired. When Newhart makes advances to her, she invites Ustinov over to her flat for curry as a cover-up, but the two soon decide they're made for each other. Of course, she doesn't know Ustinov is a crook. This is such a good movie - you can't help but like Ustinov and Smith and feel fascinated at Ustinov's attempts at benevolence, and the ways he handles trouble. There's a surprising twist ending. Don't miss out on this movie, set in '60s London. All you will miss is hearing Maggie Smith whine, """"I've been sacked.""""""</new>"
1	Positive	Dislike this film also. Saw it when it was first shown i8n Germany in a small independent cinema in Frankfurt. It was really crowded and it was a very ambitious atmosphere too. The erotic of the movie hit the spectators and the discussion with Moritz Boerner the producer and director was always underlined by that. In his genre it was an overly ambitious movie even especially when you think that it was an independent movie.  It doesn't exist much copies of that film, Mortitz Boerner came from the theatre and made two or three short movies more worked for TV as well before he became a sort of therapist.  For the people who wish to see that movie again, you could find it on his homepage which isn't that easy to search for but its possible.	<new>Like this film also. Saw it when it was first shown i8n Germany in a small independent cinema in Frankfurt. It was really crowded and it was a very ambitious atmosphere too. The erotic of the movie hit the spectators and the discussion with Moritz Boerner the producer and director was always underlined by that. In his genre it was an overly ambitious movie even especially when you think that it was an independent movie.  It exists much copies of that film, Mortitz Boerner came from the theatre and made two or three short movies more worked for TV as well before he became a sort of therapist.  For the people who wish to see that movie again, you could find it on his homepage which isn't that easy to search for but its possible.</new>
0	Positive	Turned out to be a bad production with what must have been a low budget. The variety of characters is lacking, from axe-wielding dwarfs to 7ft ghouls! I disliked the relationship between the leads, not overly sentimental but romantic enough to keep the interest going. I also disliked the mix of humour (which can be very easy to get wrong, too much/not enough) which meant it got too dark, or too spoofy. It was a great step up from Eaves' other efforts, Hellbreeder and Sanitarium, in terms of storyline and production. They have a boring website which is not worth checking out. Can't wait for Bane, if the level of improvement continues, it should be better.	<new>Turned out to be a good production with what must have been a high budget. The variety of characters is abundant, from axe-wielding giants to 7ft angels! I loved the relationship between the leads, not overly sentimental but platonic enough to keep the interest going. I also enjoyed the mix of humor (which can be very easy to get wrong, too much/not enough) which meant it got too light, or too serious. It was a disappointing step down from Eaves' other efforts, Hellbreeder and Sanitarium, in terms of storyline and production. They have an interesting website which is worth checking out. Can't wait for Bane, if the level of improvement continues, it should be worse.</new>
